Listagem de Filmes Brasileiros e Estrangeiros Lançados - 2009 a 2019;;;;;;;;;;;;
;;;;;;;;;;;;
Ano de Lançamento;Título da obra;CPB/ROE;Gênero;País(es) produtor(es) da obra;Nacionalidade da obra;Data de lançamento;Empresa distribuidora;Origem da empresa distribuidora;Salas no Lançamento;Máximo de Salas Ocupadas;Público acumulado;Renda (R$) acumulada
2014;Julio Sumiu;B1402115000000;Ficção;Brasil;Brasileira;17/04/2014;Imagem;Distribuição Nacional;259;259;179.745;2.237.498,32
2014;Junho;B1402176400000;Documentário;Brasil;Brasileira;05/06/2014;O2 Play;Distribuição Nacional;14;14;3.706;48.219,09
2014;La Playa D. C.;B1301810400000;Ficção;Brasil, Colômbia;Brasileira;27/03/2014;Tucumán;Distribuição Nacional;1;3;536;5.447,50
2014;Lascados;B1402243500000;Ficção;Brasil;Brasileira;18/09/2014;Santa Rita Filmes;Distribuição Nacional;41;41;25.999;327.317,11
2014;Latitudes;B1302057500000;Ficção;Brasil;Brasileira;28/02/2014;O2 Play;Distribuição Nacional;3;5;1.505;17.987,79
2014;Made in China;B1402543500000;Ficção;Brasil;Brasileira;06/11/2014;H2O Films;Distribuição Nacional;396;396;381.889;4.171.611,46
2014;Mar negro;B1302025600000;Ficção;Brasil;Brasileira;17/01/2014;Petrini;Distribuição Nacional;ND;0;ND;ND
2014;Meninos da Vila - A Magia dos Santos;B1402261200000;Documentário;Brasil;Brasileira;16/10/2014;Elo Company;Distribuição Nacional;4;4;35;393,22
2014;Meninos de Kichute;B1001288800000;Ficção;Brasil;Brasileira;05/06/2014;Pandora Filmes;Distribuição Nacional;13;13;2.005;17.950,98
2014;Mentiras Sinceras;B1201544500000;Documentário;Brasil;Brasileira;20/03/2014;Livres Filmes;Distribuição Nacional;1;1;200;1.260,00
2014;Minutos Atrás;B1302041800000;Ficção;Brasil;Brasileira;20/03/2014;H2O Films;Distribuição Nacional;11;11;860;8.530,29
2014;Muita calma nessa hora 2;B1302050600000;Ficção;Brasil;Brasileira;17/01/2014;Downtown/Paris;Distribuição Nacional;422;422;1.429.862;15.888.595,19
2014;Mão na Luva;B1402126100000;Ficção;Brasil;Brasileira;06/11/2014;Ab Filmes;Distribuição Nacional;5;5;740;9.678,40
2014;Na Quebrada;B1402380600000;Ficção;Brasil;Brasileira;16/10/2014;Downtown/Paris;Distribuição Nacional;218;218;256.046;2.948.394,64
2014;Não Pare na Pista: A Melhor História de Paulo Coelho;B1402201100000;Ficção;Brasil, Espanha;Brasileira;14/08/2014;Sony;Distribuição Internacional;299;299;94.145;1.143.063,46
2014;O Candidato Honesto;B1402260600000;Ficção;Brasil;Brasileira;02/10/2014;Downtown/Paris;Distribuição Nacional;595;595;2.237.776;24.827.669,51
2014;O Casamento de Gorete;B1402192100000;Ficção;Brasil;Brasileira;27/11/2014;Europa;Distribuição Nacional;100;100;92.246;998.440,05
2014;O Grande Kilapy;B1301996600000;Ficção;Brasil, Portugal;Brasileira;23/10/2014;Imovision;Distribuição Nacional;3;3;618;7.624,21
2014;O Homem das Multidões;B1402214200000;Ficção;Brasil;Brasileira;31/07/2014;Espaço Filmes;Distribuição Nacional;16;17;11.532;132.702,40
2014;O Lobo Atrás da Porta;B1301926100000;Ficção;Brasil;Brasileira;05/06/2014;Imagem;Distribuição Nacional;29;29;26.710;346.178,94
2014;O Menino e o Mundo;B1301989000000;Animação;Brasil;Brasileira;17/01/2014;Espaço Filmes;Distribuição Nacional;12;22;61.152;633.901,25
2014;O Menino no Espelho;B1402175100000;Ficção;Brasil;Brasileira;19/06/2014;Downtown/Paris;Distribuição Nacional;13;13;22.864;223.420,21
2014;O Mercado de Notícias;B1402139200000;Documentário;Brasil;Brasileira;07/08/2014;Espaço Filmes;Distribuição Nacional;15;16;13.324;152.694,21
2014;O Segredo dos Diamantes;B1402245600000;Ficção;Brasil;Brasileira;18/12/2014;Espaço Filmes;Distribuição Nacional;19;19;8.308;95.432,86
2014;O Senhor do Labirinto;B1402693700000;Ficção;Brasil;Brasileira;11/12/2014;E.H. Produções;Distribuição Nacional;10;10;3.293;34.977,07
2014;O Vento lá Fora;B1402682900000;Documentário;Brasil;Brasileira;13/11/2014;Biscoito Fino;Distribuição Nacional;2;3;3.340;43.338,00
2014;O Último Lance do Leilão;B1302025400000;Ficção;Brasil;Brasileira;01/05/2014;Sam Rádio Pictures;Distribuição Nacional;ND;0;ND;ND
2014;Olho Nu;B1302060500000;Documentário;Brasil;Brasileira;15/05/2014;Vitrine Filmes;Distribuição Nacional;22;22;9.435;103.867,83
2014;Operários da Bola;B1402155300000;Documentário;Brasil;Brasileira;15/05/2014;Espaço Filmes;Distribuição Nacional;11;11;175;1.942,42
2014;Os Amigos;B1402192700000;Ficção;Brasil;Brasileira;27/11/2014;Imovision;Distribuição Nacional;24;24;5.513;69.936,81
2014;Os Caras de Pau em o Misterioso Roubo do Anel;B1402271000000;Ficção;Brasil;Brasileira;25/12/2014;Imagem;Distribuição Nacional;527;527;1.892.337;22.614.310,17
2014;Os Dias com Ele;B1402150900000;Documentário;Brasil;Brasileira;24/04/2014;Vitrine Filmes;Distribuição Nacional;3;9;1.048;12.157,17
2014;Os Homens são de Marte... E é para lá que eu vou;B1402137200000;Ficção;Brasil;Brasileira;29/05/2014;Downtown/Paris;Distribuição Nacional;465;465;1.793.239;21.750.981,39
2014;Ozualdo Candeias e o Cinema;B1402118500000;Documentário;Brasil;Brasileira;31/07/2014;Tucumán;Distribuição Nacional;1;1;269;1.545,00
2014;Pau Brasil;B1001167100000;Ficção;Brasil;Brasileira;24/04/2014;Caliban;Distribuição Nacional;1;2;301;3.516,04
2014;Praia do Futuro;B1402146300000;Ficção;Brasil, Alemanha;Brasileira;15/05/2014;Califórnia;Distribuição Nacional;114;114;133.086;1.728.214,85
2014;Quando Eu Era Vivo;B1302031600000;Ficção;Brasil;Brasileira;31/01/2014;Vitrine Filmes;Distribuição Nacional;25;25;7.731;86.851,32
2014;Remar é...;B1301939800000;Documentário;Brasil;Brasileira;08/05/2014;Raconto Produções Artísticas;Distribuição Nacional;1;1;91;903
2014;Rio em Chamas;B1402186400000;Documentário;Brasil;Brasileira;29/05/2014;Cavideo Produções;Distribuição Nacional;1;1;970;4.875,00
2014;Rio, Eu te Amo;B1402269500000;Ficção;Brasil;Brasileira;11/09/2014;Warner;Distribuição Internacional;248;248;98.990;1.239.716,00
2014;Riocorrente;B1302034400000;Ficção;Brasil;Brasileira;05/06/2014;Califórnia;Distribuição Nacional;11;12;3.970;51.295,98
2014;Ritos de Passagem;B1201628900000;Animação;Brasil;Brasileira;02/10/2014;Pipa Produções;Distribuição Nacional;2;2;966;5.224,50
2014;S. O. S. Mulheres ao Mar;B1402106900000;Ficção;Brasil;Brasileira;20/03/2014;Disney;Distribuição Internacional;450;450;1.776.579;20.732.500,00
2014;Sem Pena;B1402173200000;Documentário;Brasil;Brasileira;02/10/2014;Espaço Filmes;Distribuição Nacional;13;13;7.434;94.240,62
2014;Sementes do Nosso Quintal;B1301754000000;Documentário;Brasil;Brasileira;08/05/2014;Aiuê Filmes;Distribuição Nacional;3;3;2.192;21.416,16
2014;Setenta;B1402151100000;Documentário;Brasil;Brasileira;29/05/2014;Livres Filmes;Distribuição Nacional;6;7;1.249;17.330,87
2014;Sobre Sete Ondas Verdes Espumantes;B1302014400000;Documentário;Brasil;Brasileira;27/03/2014;Boulevard Filmes;Distribuição Nacional;1;3;1.128;6.271,00
2014;Sobrevivente Urbano;B1402285000000;Ficção;Brasil;Brasileira;16/10/2014;Ze's Produções;Distribuição Nacional;3;5;366;4.156,00
2014;Sobrevivi ao Holocausto;B1402202200000;Documentário;Brasil;Brasileira;21/08/2014;Downtown/Paris;Distribuição Nacional;6;6;1.699;22.981,07
2014;Sopro;B1402635200000;Documentário;Brasil;Brasileira;04/12/2014;Lume Produções Cinematográficas;Distribuição Nacional;5;6;1.350;6.431,57
2014;Tarja Branca;B1402178100000;Documentário;Brasil;Brasileira;19/06/2014;Ideias Maria Farinha;Distribuição Nacional;14;15;14.892;193.057,40
2014;Tim Lopes – História de Arcanjo;B1402168700000;Documentário;Brasil;Brasileira;05/06/2014;Europa;Distribuição Nacional;16;16;1.676;21.160,31
2014;Tim Maia;B1402280500000;Ficção;Brasil;Brasileira;30/10/2014;Downtown/Paris;Distribuição Nacional;540;540;777.699;10.266.056,05
2014;Trash - A Esperança vem do Lixo;B1402294200000;Ficção;Brasil, Alemanha, Reino Unido;Brasileira;09/10/2014;Universal;Distribuição Internacional;266;266;259.283;3.040.946,35
2014;Trinta;B1402332500000;Ficção;Brasil;Brasileira;13/11/2014;Fox;Distribuição Internacional;55;55;21.783;286.907,00
2014;Uma Dose Violenta de Qualquer Coisa;B1402065100000;Ficção;Brasil;Brasileira;14/08/2014;Okna Produções;Distribuição Nacional;13;13;3.667;37.165,79
2014;Uma Passagem para Mário;B1402449000000;Documentário;Brasil;Brasileira;06/11/2014;Laurence Produções;Distribuição Nacional;9;9;2.462;14.091,52
2014;Ventos de Agosto;B1402265700000;Ficção;Brasil;Brasileira;13/11/2014;Vitrine Filmes;Distribuição Nacional;22;22;8.109;90.138,42
2014;Vermelho Brasil;B1402156100000;Ficção;Brasil, Canadá, França;Brasileira;05/06/2014;H2O Films;Distribuição Nacional;9;9;538;6.555,01
2014;Vestido pra Casar;B1402241100000;Ficção;Brasil;Brasileira;07/08/2014;Imagem;Distribuição Nacional;491;491;1.258.720;14.756.458,84
2014;À Queima Roupa;B1402145600000;Documentário;Brasil;Brasileira;16/10/2014;Downtown;Distribuição Nacional;3;3;1.372;17.486,66
2014;12 Anos de Escravidão;E1402440000000;Ficção;Estados Unidos;Estrangeira;21/02/2014;Disney;Distribuição Internacional;82;122;501.990;7.005.899,00
2014;13° Distrito;E1402414300000;Ficção;França, Canadá;Estrangeira;19/06/2014;Califórnia;Distribuição Nacional;96;96;98.259;1.208.134,43
2014;3 Dias para Matar;E1402441600000;Ficção;Estados Unidos;Estrangeira;11/09/2014;Califórnia;Distribuição Nacional;48;48;20.770;298.570,23
2014;300: A Ascenção do Império;E1500110200000;Ficção;Estados Unidos;Estrangeira;07/03/2014;Warner;Distribuição Internacional;807;807;2.839.023;40.450.403,00
2014;3X3D;E1600129700000;Ficção;França, Portugal;Estrangeira;03/01/2014;Filmes da Mostra;Distribuição Nacional;3;3;3.077;30.211,50
2014;7 Caixas;E1600137200000;Ficção;Paraguai;Estrangeira;24/04/2014;Tucumán;Distribuição Nacional;5;12;11.216;130.573,52
2014;A 100 Passos de um Sonho;E1402795100000;Ficção;Estados Unidos;Estrangeira;28/08/2014;Disney;Distribuição Internacional;41;44;57.335;938.693,00
2014;A Bela e a Fera;E1402766600000;Ficção;França;Estrangeira;25/09/2014;Califórnia;Distribuição Nacional;328;328;513.425;5.369.206,34
2014;A Culpa é das Estrelas;E1402308800000;Ficção;Estados Unidos;Estrangeira;05/06/2014;Fox;Distribuição Internacional;950;950;6.165.793;69.101.206,00
2014;A Face do Mal;E1500409900000;Ficção;Estados Unidos;Estrangeira;12/06/2014;Imagem;Distribuição Nacional;89;89;48.961;582.370,76
2014;A Família Bélier;E1402769300000;Ficção;França;Estrangeira;25/12/2014;Paris;Distribuição Nacional;38;38;90.129;1.308.711,34
2014;A Fita Azul;E1500706900000;Ficção;Estados Unidos;Estrangeira;24/01/2014;Europa;Distribuição Nacional;2;2;1.320;15.290,00
2014;A Gaiola Dourada;E1500546800000;Ficção;França;Estrangeira;28/02/2014;Alphaville Filmes;Distribuição Nacional;9;11;31.832;374.464,04
2014;A Grande Escolha;E1402823000000;Ficção;Estados Unidos;Estrangeira;22/05/2014;Paris;Distribuição Nacional;16;16;4.947;70.286,13
2014;A Grande Noite;E1402552800000;Ficção;França;Estrangeira;24/01/2014;Imovision;Distribuição Nacional;2;5;2.896;33.162,91
2014;A Imagem que Falta;E1600119100000;Documentário;Camboja;Estrangeira;07/02/2014;H2O Films;Distribuição Nacional;3;10;3.131;33.861,38
2014;A Lenda de Oz;E1402302700000;Animação;Estados Unidos, Índia;Estrangeira;09/10/2014;Paris;Distribuição Nacional;460;460;540.780;6.740.906,11
2014;A Mansão Mágica;E1402627600000;Animação;Bélgica, França, Reino Unido;Estrangeira;06/11/2014;Imagem;Distribuição Nacional;326;326;300.619;3.977.020,54
2014;A Marca do Medo;E1500409800000;Ficção;Estados Unidos;Estrangeira;10/07/2014;Imagem;Distribuição Nacional;73;73;41.892;473.402,24
2014;A Menina dos Campos de Arroz;E1500844400000;Ficção;China, França;Estrangeira;11/12/2014;Esfera Produções;Distribuição Nacional;2;6;6.080;73.152,50
2014;A Menina que Roubava Livros;E1500738800000;Ficção;Estados Unidos;Estrangeira;31/01/2014;Fox;Distribuição Internacional;325;362;1.376.548;15.996.220,00
2014;A Montanha Matterhorn;E1600133500000;Ficção;Holanda;Estrangeira;28/06/2014;Filmes da Mostra;Distribuição Nacional;1;2;923;12.048,61
2014;A Música Nunca Parou;E1402642300000;Ficção;Estados Unidos;Estrangeira;10/01/2014;Europa;Distribuição Nacional;4;10;10.343;111.854,94
2014;A Pedra de Paciência;E1500635500000;Ficção;Afeganistão, França, Alemanha;Estrangeira;21/08/2014;Imovision;Distribuição Nacional;2;5;6.158;80.665,68
2014;A Recompensa;E1600113700000;Ficção;Reino Unido;Estrangeira;15/05/2014;H2O Films;Distribuição Nacional;61;61;26.247;426.513,33
2014;Ajuste de contas;E1600132900000;Ficção;Estados Unidos;Estrangeira;10/01/2014;Warner;Distribuição Internacional;123;123;110.570;1.372.539,00
2014;Alabama Monroe;E1402552700000;Ficção;Bélgica, Holanda;Estrangeira;17/01/2014;Imovision;Distribuição Nacional;8;8;24.508;322.171,80
2014;Alexandre e o Dia Terrível, Horrível, Espantoso e Horroroso;E1402794900000;Ficção;Estados Unidos;Estrangeira;23/10/2014;Disney;Distribuição Internacional;243;247;265.690;2.804.453,00
2014;Amante a Domicílio;E1500046300000;Ficção;Estados Unidos;Estrangeira;01/05/2014;Imagem;Distribuição Nacional;82;82;228.700;3.643.415,51
2014;Amantes Eternos;E1402445100000;Ficção;Estados Unidos;Estrangeira;14/08/2014;Paris;Distribuição Nacional;13;13;15.283;207.506,58
2014;Amar, Beber e Cantar;E1500565800000;Ficção;França;Estrangeira;24/07/2014;Imovision;Distribuição Nacional;6;11;37.139;505.621,55
2014;Amor Fora da Lei;E1500528500000;Ficção;Estados Unidos;Estrangeira;10/07/2014;Paris;Distribuição Nacional;14;14;2.870;45.850,57
2014;Amor sem Fim;E1402417100000;Ficção;Estados Unidos;Estrangeira;12/06/2014;H2O Films;Distribuição Nacional;126;126;12.228;151.140,43
2014;Amores inversos;E1402445300000;Ficção;Estados Unidos;Estrangeira;28/08/2014;Paris;Distribuição Nacional;9;9;3.092;38.298,72
2014;Anjos da Lei 2;E1402674000000;Ficção;Estados Unidos;Estrangeira;04/09/2014;Sony;Distribuição Internacional;233;237;465.905;5.288.114,73
2014;Annabelle;E1500094100000;Ficção;Estados Unidos;Estrangeira;09/10/2014;Warner;Distribuição Internacional;443;536;3.719.297;41.886.969,00
2014;Anos Felizes;E1500667800000;Ficção;França, Itália;Estrangeira;29/05/2014;Imovision;Distribuição Nacional;8;8;7.347;96.495,25
2014;Antes do Inverno;E1600113000000;Ficção;França;Estrangeira;12/06/2014;Alphaville Filmes;Distribuição Nacional;6;14;21.845;256.745,30
2014;Apenas uma Chance;E1500009200000;Ficção;Estados Unidos, Reino Unido;Estrangeira;24/07/2014;Diamond Films;Distribuição Nacional;35;35;36.873;581.830,02
2014;As Aventuras de Paddigton;E1402380000000;Ficção;Reino Unido;Estrangeira;04/12/2014;Diamond Films;Distribuição Nacional;386;386;353.352;3.765.034,28
2014;As Aventuras de Peabody e Sherman;E1500735300000;Animação;Estados Unidos;Estrangeira;28/02/2014;Fox;Distribuição Internacional;646;646;1.195.543;15.098.639,00
2014;As Duas Faces de Janeiro;E1402637100000;Ficção;Estados Unidos, França, Reino Unido;Estrangeira;18/12/2014;Imagem;Distribuição Nacional;25;25;24.407;318.157,87
2014;As Férias do Pequeno Nicolau;E1500669000000;Ficção;França;Estrangeira;28/08/2014;Imovision;Distribuição Nacional;1;27;55.314;738.965,48
2014;As Tartarugas Ninja;E1402550400000;Ficção;Estados Unidos;Estrangeira;14/08/2014;Paramount;Distribuição Internacional;757;757;3.366.952;43.787.612,00
2014;Atividade Paranormal: Marcados pelo Mal;E1402489400000;Ficção;Estados Unidos;Estrangeira;10/01/2014;Paramount;Distribuição Internacional;323;371;1.034.040;12.014.764,00
2014;Attila Marcel;E1500668000000;Ficção;França;Estrangeira;09/10/2014;Imovision;Distribuição Nacional;10;14;14.162;174.788,93
2014;Até o Fim;E1500616600000;Ficção;Estados Unidos;Estrangeira;07/03/2014;Paris;Distribuição Nacional;25;25;28.839;409.413,16
2014;Aviões - Heróis do Fogo ao Resgate;E1402337700000;Animação;Estados Unidos;Estrangeira;17/07/2014;Disney;Distribuição Internacional;704;704;624.828;7.351.610,00
2014;Ballet Bolshoi: A Filha Do Faraó;E1600070500000;Videomusical;Rússia;Estrangeira;18/10/2014;UCI;Distribuição Nacional;18;18;955;25.785,00
2014;Ballet Bolshoi: A Lenda Do Amor;E1600070000000;Videomusical;Rússia;Estrangeira;13/12/2014;UCI;Distribuição Nacional;18;18;798;21.873,00
2014;Ballet Bolshoi: La Bayadère;E1600070600000;Videomusical;Rússia;Estrangeira;08/11/2014;UCI;Distribuição Nacional;18;18;875;24.735,00
2014;Belem, Zona de Conflito;E1500706800000;Ficção;Alemanha, Bélgica, Israel;Estrangeira;03/04/2014;Europa;Distribuição Nacional;4;5;4.755;62.251,23
2014;Bem-vindo a Nova York;E1500673600000;Ficção;Estados Unidos, França;Estrangeira;04/09/2014;Imovision;Distribuição Nacional;14;14;16.240;225.292,34
2014;Bistrô Romantique;E1500844600000;Ficção;Bélgica;Estrangeira;10/07/2014;Esfera Produções;Distribuição Nacional;3;17;34.945;494.459,66
2014;Boy Meets Girl;E1600133100000;Ficção;França;Estrangeira;03/01/2014;Pandora Filmes;Distribuição Nacional;1;3;2.620;28.958,43
2014;Boyhood - Da Infância à Juventude;E1402379100000;Ficção;Estados Unidos;Estrangeira;30/10/2014;Universal;Distribuição Internacional;11;31;164.926;2.434.472,61
2014;Caminhando com dinossauros - O filme;E1600130000000;Animação;Austrália, Estados Unidos, Reino Unido;Estrangeira;17/01/2014;Fox;Distribuição Internacional;325;325;614.376;8.298.482,00
2014;Cantinflas;E1402390300000;Ficção;México;Estrangeira;23/10/2014;Paris;Distribuição Nacional;10;10;2.342;31.563,30
2014;Capitão América 2: O soldado invernal;E1402820700000;Ficção;Estados Unidos;Estrangeira;10/04/2014;Disney;Distribuição Internacional;1.116;1.116;4.621.130;62.818.373,00
2014;Cavaleiros do Zodíaco - A Lenda do Santuário;E1500880200000;Animação;Japão;Estrangeira;11/09/2014;Diamond Films;Distribuição Nacional;375;375;510.641;5.732.309,93
2014;Caçada Mortal;E1500184300000;Ficção;Estados Unidos;Estrangeira;04/12/2014;Disney;Distribuição Internacional;328;328;373.532;4.326.044,00
2014;Caçadores de Obras-primas;E1402436400000;Ficção;Estados Unidos, Alemanha;Estrangeira;14/02/2014;Fox;Distribuição Internacional;306;306;519.277;6.655.332,00
2014;Chef;E1600230400000;Ficção;Estados Unidos;Estrangeira;14/08/2014;Imagem;Distribuição Nacional;62;62;112.050;1.902.017,73
2014;Clube de Compras Dallas;E1402441000000;Ficção;Estados Unidos;Estrangeira;21/02/2014;Universal;Distribuição Internacional;41;41;127.549;1.920.904,67
2014;Como Treinar seu Dragão 2;E1500734400000;Animação;Estados Unidos;Estrangeira;19/06/2014;Fox;Distribuição Internacional;951;951;4.612.983;55.058.831,00
2014;Cortinas Fechadas;E1500844100000;Ficção;Irã;Estrangeira;10/04/2014;Esfera Produções;Distribuição Nacional;1;5;2.927;33.081,00
2014;Crônica do Fim do Mundo;E1600137600000;Ficção;Colômbia;Estrangeira;24/01/2014;Tucumán;Distribuição Nacional;2;7;2.382;27.605,36
2014;Cupcakes - Música e Fantasia;E1402505700000;Ficção;França, Israel;Estrangeira;06/11/2014;Pandora Filmes;Distribuição Nacional;2;9;1.378;14.767,73
2014;Cães Errantes;E1600113100000;Ficção;Taiwan;Estrangeira;24/04/2014;Filmes da Mostra;Distribuição Nacional;1;1;1.457;12.180,00
2014;De repente pai;E1600133600000;Ficção;Estados Unidos;Estrangeira;10/01/2014;Disney;Distribuição Internacional;133;133;139.500;1.582.686,00
2014;De Volta ao Jogo;E1402425800000;Ficção;Canadá, China, Estados Unidos;Estrangeira;27/11/2014;Imagem;Distribuição Nacional;224;224;313.643;3.909.493,58
2014;Debi e Lóide 2;E1500090200000;Ficção;Estados Unidos;Estrangeira;13/11/2014;Imagem;Distribuição Nacional;825;825;3.071.422;35.482.978,72
2014;Deus Não Está Morto;E1600112700000;Ficção;Estados Unidos;Estrangeira;21/08/2014;Graça Filmes;Distribuição Nacional;62;106;291.227;2.756.482,65
2014;Divergente;E1402640000000;Ficção;Estados Unidos;Estrangeira;17/04/2014;Paris;Distribuição Nacional;581;581;1.206.219;14.366.548,73
2014;Drácula: A História Nunca Contada;E1402379600000;Ficção;Estados Unidos;Estrangeira;23/10/2014;Universal;Distribuição Internacional;511;528;2.710.137;32.166.202,53
2014;Ela;E1600129200000;Ficção;Estados Unidos;Estrangeira;14/02/2014;Sony;Distribuição Internacional;65;66;169.913;2.386.009,69
2014;Elsa & Fred;E1500623300000;Ficção;Estados Unidos;Estrangeira;27/11/2014;Diamond Films;Distribuição Nacional;42;42;27.271;344.957,01
2014;Era uma Vez em Nova York;E1600106500000;Ficção;Estados Unidos;Estrangeira;11/09/2014;Europa;Distribuição Nacional;38;38;54.521;792.650,91
2014;Era uma Vez em Tóquio;E1500842500000;Ficção;Japão;Estrangeira;07/02/2014;Esfera Produções;Distribuição Nacional;3;3;4.693;35.504,75
2014;Eu, Mamãe e os Meninos;E1500197000000;Ficção;França;Estrangeira;08/05/2014;Alphaville Filmes;Distribuição Nacional;16;20;52.612;696.278,46
2014;Festa no Céu;E1500010700000;Animação;Estados Unidos;Estrangeira;16/10/2014;Fox;Distribuição Internacional;566;566;1.058.451;13.048.294,00
2014;Filha Distante;E1500841400000;Ficção;Argentina;Estrangeira;17/07/2014;Esfera Produções;Distribuição Nacional;4;6;10.437;127.106,10
2014;Florbela;E1500432400000;Ficção;Portugal;Estrangeira;01/05/2014;Imovision;Distribuição Nacional;6;6;5.666;64.158,65
2014;Frankenstein - Entre anjos e demônios;E1402415700000;Ficção;Estados Unidos;Estrangeira;24/01/2014;Playarte;Distribuição Nacional;520;520;1.037.248;14.107.008,31
2014;Frozen: uma Aventura Congelante;E1500922200000;Animação;Estados Unidos;Estrangeira;03/01/2014;Disney;Distribuição Internacional;872;872;4.261.622;51.595.703,00
2014;Fruitvale Station - A Última Parada;E1600120200000;Ficção;Estados Unidos;Estrangeira;31/01/2014;Paris;Distribuição Nacional;20;20;7.456;105.533,37
2014;Fúria;E1402601500000;Ficção;Estados Unidos;Estrangeira;16/10/2014;Califórnia;Distribuição Nacional;182;182;141.404;1.626.316,32
2014;Garota Exemplar;E1402836900000;Ficção;Estados Unidos;Estrangeira;02/10/2014;Fox;Distribuição Internacional;258;269;533.249;7.232.269,00
2014;Glória;E1500131100000;Ficção;Chile, Espanha;Estrangeira;31/01/2014;Imovision;Distribuição Nacional;11;13;29.256;331.805,03
2014;Godzilla;E1500258800000;Ficção;Estados Unidos;Estrangeira;15/05/2014;Warner;Distribuição Internacional;756;756;1.314.631;17.986.302,00
2014;Grand Central;E1600134800000;Ficção;Áustria, França;Estrangeira;24/01/2014;Califórnia;Distribuição Nacional;1;4;2.653;36.321,40
2014;Grandes Amigos;E1500676400000;Ficção;França;Estrangeira;23/10/2014;Europa;Distribuição Nacional;10;10;8.386;101.160,57
2014;Guardiões da Galáxia;E1402418300000;Ficção;Estados Unidos, Reino Unido;Estrangeira;31/07/2014;Disney;Distribuição Internacional;927;927;2.864.866;38.074.404,00
2014;Guns'n Roses 3D - Appetite for Democracy;E1600227400000;Videomusical;Estados Unidos;Estrangeira;01/10/2014;UCI;Distribuição Nacional;17;17;1.873;47.661,00
2014;Heli;E1600119300000;Ficção;México;Estrangeira;22/05/2014;Zeta Filmes;Distribuição Nacional;4;4;2.409;22.632,49
2014;Hercules;E1402325900000;Ficção;Estados Unidos;Estrangeira;07/02/2014;Diamond Films;Distribuição Nacional;334;359;653.138;8.697.439,18
2014;Hermano - Uma Fábula sobre Futebol;E1500402600000;Ficção;Venezuela;Estrangeira;03/07/2014;Lume Produções Cinematográficas;Distribuição Nacional;2;3;355;3.313,50
2014;Homens, Mulheres e Filhos;E1402389500000;Ficção;Estados Unidos;Estrangeira;04/12/2014;Paramount;Distribuição Internacional;58;58;91.291;1.392.185,00
2014;Hotel Mekong;E1600114700000;Ficção;Tailândia;Estrangeira;02/05/2014;Zeta Filmes;Distribuição Nacional;1;1;887;8.378,50
2014;Hércules;E1402324100000;Ficção;Estados Unidos;Estrangeira;04/09/2014;Paramount;Distribuição Internacional;666;666;2.452.143;33.237.809,00
2014;Ida;E1402706800000;Ficção;Polônia;Estrangeira;25/12/2014;Zeta Filmes;Distribuição Nacional;8;30;96.772;1.206.033,57
2014;Idênticos;E1402377800000;Ficção;Estados Unidos;Estrangeira;13/11/2014;Diamond Films;Distribuição Nacional;13;13;2.320;41.039,68
2014;Ilha dos Lêmures: Madagascar;E1402380500000;Documentário;Canadá, Estados Unidos, Madagascar;Estrangeira;16/10/2014;Espaço Itaú de Cinema;Distribuição Nacional;4;6;817;17.281,43
2014;Imagine - Life Spent on the Edge;E1600118800000;Documentário;França;Estrangeira;28/03/2014;UCI;Distribuição Nacional;9;9;120;3.344,00
2014;Inatividade Paranormal 2;E1402600300000;Ficção;Estados Unidos;Estrangeira;24/04/2014;Playarte;Distribuição Nacional;359;359;296.574;3.562.320,94
2014;Inch'Allah;E1500666600000;Ficção;Canadá, França;Estrangeira;03/01/2014;Imovision;Distribuição Nacional;2;4;7.086;85.474,88
2014;Inside Llewyn Davis: Balada de um Homem Comum;E1402631100000;Ficção;Estados Unidos;Estrangeira;21/02/2014;Paris;Distribuição Nacional;35;35;23.619;308.824,04
2014;Instinto Materno;E1500065300000;Ficção;Romênia;Estrangeira;20/03/2014;Imovision;Distribuição Nacional;5;11;9.344;119.552,46
2014;Interestelar;E1402450800000;Ficção;Estados Unidos;Estrangeira;06/11/2014;Warner;Distribuição Internacional;427;429;1.216.736;17.293.804,00
2014;Jackie;E1402650600000;Ficção;Holanda;Estrangeira;24/04/2014;Cafco Filmes;Distribuição Nacional;6;6;2.733;35.858,19
2014;Jersey Boys – Em Busca da Música;E1402743700000;Ficção;Estados Unidos;Estrangeira;26/06/2014;Warner;Distribuição Internacional;34;34;20.630;346.349,00
2014;Jogada de Rei;E1402696900000;Ficção;Estados Unidos;Estrangeira;08/05/2014;Hype101;Distribuição Nacional;10;10;2.120;28.318,96
2014;Jogos Vorazes: A Esperança - Parte 1;E1402432300000;Ficção;Estados Unidos;Estrangeira;20/11/2014;Paris;Distribuição Nacional;1.580;1.580;4.799.018;56.410.075,31
2014;Jovem Aloucada;E1600157900000;Ficção;Chile;Estrangeira;31/01/2014;Polifilmes;Distribuição Nacional;1;2;1.078;12.899,71
2014;Juntos e Misturados;E1402743500000;Ficção;Estados Unidos;Estrangeira;17/07/2014;Warner;Distribuição Internacional;373;373;1.979.624;23.074.147,00
2014;Justin Bieber's Believe;E1600228300000;Documentário;Estados Unidos;Estrangeira;28/02/2014;Diamond Films;Distribuição Nacional;134;134;83.077;966.799,26
